app_id,review
com.gameloft.android.ANMP.GloftA8HM,"Such a fun game, but it has so many problems. I use manual acceleration, and the touch zones for the buttons are so small and completely unadjustable that its impossible to get through a race without the game thinking you lifted off the throttle. Also, the controls don't show up until the race actualy begins"
com.gameloft.android.ANMP.GloftA8HM,"Insanely great game. The controls for laptop are super easy to use, and are positioned so there is no scrambling and wrong button pushing cuz the keys are so close together. The graphics are one of the best on Google Play. There is no shortage of content. My few complaints are some technical issues."
com.gameloft.android.ANMP.GloftA8HM,"Really great game. Few things I don't like, is that I wish you could convert tokens into credits, and credits into parts, due to how little credits you earn. I also wish that the cars would do barrel rolls, only when possible. Last thing is I wish that the physics are more realistic"
com.gameloft.android.ANMP.GloftA8HM,"I have been playing and enjoying this game for many years. I have rarely had any problems with this game running on my Samsung S3 tablet. It runs well even at the highest graphics setting. After yesterday's updates however, the game continuously crashes every time that I make any changes in the settings"
com.gameloft.android.ANMP.GloftA8HM,"This is the best free racing game you'll find on the play store at the moment. The graphics are absolutely great, which means you'll need a high end device to play it comfortably. The gameplay is good, but rehashed from asphalt 8 with very few changes. People complain but the P2W aspect isn't as bad"
com.gameloft.android.ANMP.GloftA8HM,"I used to play this game when i was smaller and i loved it. Everything was so much easier, the races, getting credits, buying cars. It was all so much better but the game is still good, it needs to be fixed a small bit just so i dont always have to pay for everything"
com.gameloft.android.ANMP.GloftAGHM,"I love this game! The graphics, the cars, the different types of races, everything is amazing! The only two things I dislike are: So many cars you have pay real money to get, and that after a race it doesn't show you how many coins you got unless you don't want to retry. I really dislike that last thing"
com.gameloft.android.ANMP.GloftAGHM,"The graphics are amazing, and the detail is on point, but what the heck is wrong with the controls?? Every time i steer in a direction, i have no control over the steering. Meaning i cant stop myself from getting into a wreck. Please fix this. Edit: Nevermind, all i had to do was reinstall the app!"
com.gameloft.android.ANMP.GloftAGHM,I used to play this game so much. I got a ton of the expensive cars. I had a ton a fun. But years went by and I couldn't get the account on my old tablet to my first phone. No problem. I thought I would just start playing a ton again. The game is much different. Too many ads.
com.gameloft.android.ANMP.GloftAGHM,"It designed very poorly. The obvious focus was on graphics and as a result The tracks are terribly laid out, the events are not well planned and the overall feel of the game is that the designers didn't care about their project, just the graphics. There are cars where there shouldn't be any"
com.gameloft.android.ANMP.GloftAGHM,"Altho, this game is gr8, in steering n keeping it steady. Its almost similar to Asphalt 9. The upgrade boxes isn't that easy to get, n boxes go for 10000 coins, or u can win them boxes during some missions or if u get promoted to the next level."
com.gameloft.android.ANMP.GloftAGHM,It's a cool racing game but it still is necessary to buy stuff to complete. Not all have money to spend and just to play a game. But it does have very good graphics and easy gameplay. If you do not pay them $$$ tgen you will mysteriously wreck. I was in first and all of a sudden I wrecked.
com.gameloft.android.ANMP.GloftAGHM,"One of the best racing games thus far. A lotta fun with many races and challenges as well as many sports, muscles and exotic road cars to choose, the controls takes a bit of getting use but I like the fact that you can actually drift around the corners and bens if you time it just right"
com.gameloft.android.ANMP.GloftAGHM,"Yes, this IS the racing game you should download! Its compact, offline (online optional), and an adrenaline rush! I've been playing Nitro for years now. Of all the games on my phone and tablets over the years, this game has remained the longest."
com.gameloft.android.ANMP.GloftAGHM,"I have had an amazing experience with this game. I love that it is so similar to the Asphalt series, and that the graphics are still so great for the cars. If you love asphalt, but don't have the storage space, this game is definitely for you. One minor issue, though: I feel like the catch mode is bad"
com.gameloft.android.ANMP.GloftAGHM,"Peace!!!! I can't say just how much I'm liking this game, however; I will say this: I am excited about it. This one is awesome when it comes to having a little fun time.... The graphics and background is just fantastic. And may I say the Steering seems to be a whole lot easier."
com.gameloft.android.ANMP.GloftAGHM,"My first Asphalt experience is Asphalt 8. This game was made before that one so the quality is not as good, less graphical fidelity and harder to do barrel rolls. But the foundation of a fun Asphalt game is still here. It controls well and there is a lot of content. But after a while it gets boring"
com.gameloft.android.ANMP.GloftAGHM,I would give it a 4 star beacause mostly the gameplay is cool and the fact that you can bump into stuff. The graphics are amazing and you can change the angle of the camera. But because is a lot of the cars cost money and theres not that much cars that dont actually cost real money.
com.gameloft.android.ANMP.GloftAGHM,The game is good but the uprades takes me half a year to fully upgraded it. Coz the kit boxes that you buy is exceeded only for. 1 purchase. And that's how your game irretates me. While facing online I encounter with some upgraded cars and I'm always left coz they're car is just too fast.
com.gameloft.android.ANMP.GloftAGHM,What is happening with this game Gameloft I'm very disappointed with this game's performance. When I play it offline then it's running smoothly but when I play it online then it's starting shut down automatically. Why this is happening fix this bug immediately I'm very dissatisfied.
com.gameloft.android.ANMP.GloftAGHM,The game is fun and the graphics are amazing but the thing that does not make sense in the game is that in some levels you have to buy car before you can play that level.and in the setting if you want to change the control of the car to steering if you want to turn the car normally goes opposite.
com.gameloft.android.ANMP.GloftAGHM,"This is a great game and I diffentley recommend it ð.It has good gameplay,but please make the graphics a bit better like the graphics in aspalt 8. I used to have aspalt 8 but deleted it beacuse it would force the player to use real money I am not spending R100,00 for some stubid tokens this game"
com.gameloft.android.ANMP.GloftAGHM,The game is great.it has good graphics forits size.but it needs new maps and new levels and you should remove the specific requirements for completing the level like buying some particular car.and you should be able to customize your car and you should also make the upgrades more easy because we can
com.gameloft.android.ANMP.GloftAGHM,"This is the best racing game ever.Please add more new cars,new race locations, new racing tracks.Please make the graphics more realistic and more beautiful. Sometimes this game gonna closed. Please fix this problem and make this game super fast and smoothly controlled."
com.gameloft.android.ANMP.GloftAGHM,"There is also some problem involved with the ads. If I click to watch an add to double my rewards, they say I have no internet connection. But when I'm about to start a new race the stupid 20 second long add pops out. What is up with that."
